Date,Author,Target,Description,Attack,Target Category,Country,Taxonomy,Attack Class
9/28/2015,Unknown,Manchester Airport,"The employee records of a number of University of Calgary staff members are fraudulently accessed, and banking records altered, during an ‘isolated breach’.",Defacement,Government,Multi,11.0 Fraud Management,Mass Malware
9/28/2015,Unknown,http://www.manchesterairport.co.uk,A hacker with the moniker mr_xenon hacks spelapoker.se and dumps 18606 records.,SQLi,Finance,US ,17.03 Distributed Denial of Service (DDOS) Security,Customized To Target
9/29/2015,Team Pak Cyber Attacker,ReverbNation,"Kaspersky Lab unveils the details of the so-called ""Gaza Cybergang"", a group active since 2012 and targeting mainly governmental entities.",Unknown,Education,US,5.05 Data Leakage Protection (DLP),Data Theft
9/29/2015,The Mallu Cyber Soldiers,Several banks,"The Trump Hotel Collection acknowledges a malware infection across the United States and Canada, potentially stealing customer credit card data for an entire year. The list of hotels includes two locations in New York and one in each of the following cities: Chicago, Honolulu, Las Vegas, Toronto and Miami. ",SQLi,Online Gambling,AU,22.02 Breach and Attack Simulation (BAS),Data Theft
9/29/2015,Ghost Italy,Wayne County Board of Education,A hacker known under the moniker Exfocus takes down the Rutgers University,Targeted Attack,Government,SA,17.03 Distributed Denial of Service (DDOS) Security,Customized To Target
9/30/2015,Unknown,http://boe.wayn.k12.wv.us,"Patreon, the website that allows people to maintain regular donations to a website, an artist, or project, announces to have suffered a security breach. The site says some registered names, e-mail addresses, and mailing addresses were accessed after someone managed to access a “debug version of our website” that at the time was accessible to the public. Unfortunately the attackers leak Gigabyte of data.",Malware,Hotel and Hospitality,TH,17.03 Distributed Denial of Service (DDOS) Security,Customized To Target
9/30/2015,mr_xenon,Parking sign installed at Lille’s Boulevard Louis XVI,"Australian discount homewares chain Kmart is under investigation, following a data breach that occurred in early September which saw the personal details of its online customers hacked.",DDoS,Education,NL,25.04 Web Application Firewall (WAF),Business Disruption
9/30/2015,Gaza Cybergang,uk.match.com,"In name of #OpNimr, the Anonymous take down several Saudi Government Websites in protest against planned beheading and crucifixion of Ali Mohammad Baqir Al-Nimr.",SQLi,Crowdfunding Platform,VE,17.07 Next-Generation Firewalls,Customized To Target
10/1/2015,Unknown,Essex Police,"Several Thai government websites are hit by a suspected DDoS attack, making them impossible to access. It appears to be a protest against the government's plan to limit access to sites deemed inappropriate, dubbed the ""Great Firewall of Thailand"".",Unknown,Retail,US,8.04 Database Security,Data Theft
10/1/2015,Exfocus,http://www.essex.police.uk,"0x0D1337 hacks dutchwow.com (a private World of Warcraft server) and dumps 3,917 records containing usernames and hashed passwords.",DDoS,Government,US,13.03 Consumer Identity and Access Management (CIAM),Data Theft
10/1/2015,SuperExtremeShitpostingTeam,http://www.askmebazaar.com,"KelvinSecTeam hacks seniat.gov.ve and dumps 1,651 users with clear text passwords.",DDoS,Government,US,11.01 Account Take-Over (ATO),Data Theft
10/1/2015,Unknown,Mozilla's Bugzilla bug tracking system,"Hackers break into a server and make off with names, driver license numbers, and other personal information belonging to more than 15 million US consumers who applied for cellular service from T-Mobile. The breach is the result of an attack on a database maintained by credit-reporting service Experian, which was contracted to process credit applications for T-Mobile customers and affects people who applied for T-Mobile service from September 1, 2013 through September 16 of this year.",SQLi,Online Services,UK,7.01 Antivirus Software,Mass Malware
10/2/2015,Anonymous,http://weendviolence.com/,"The American Bankers Association (ABA), based in Washington, D.C., notifies more than 6,000 ABA shopping cart users of a breach that exposed their personal information.",SQLi,Government,US,13.03 Consumer Identity and Access Management (CIAM),Data Theft
10/2/2015,Unknown,http://malapelli.com,Foreign-exchange broker FXCM privately informs clients to have suffered a data breach and that the attackers have been able to stole funds from some accounts.,SQLi?,Mobile Telco,AU,10.02 Compliance and Regulatory Support,Data Theft
10/3/2015,0x0D1337,http://thotamarriagelines.com,Multiple Sclerosis Society warns website users their personal details might have been compromised via a malicious software discovered on its systems.,Unknown,Organization: Professional Association,PK,25.03 Secure Web Gateway (SWG),Media Public Perception
10/4/2015,KelvinSecTeam,http://mudirajpelli.com,"Online stock brokerage Scottrade has suffered a breach that exposed the personal information of 4.6 million customers. Scottrade officials said in an online advisory that the breach happened in late 2013 or early 2014 and exposed social security numbers, e-mail addresses and ""other sensitive information"".",Unknown,Financial Services,US,8.04 Database Security,Business Disruption
10/4/2015,Unknown,http://www.madigapelli.com,Premium retailer David Jones says its website has been hacked and private customer data stolen.,Malware,Charity,BR,25.03 Secure Web Gateway (SWG),Business Disruption
10/5/2015,Unknown,http://www.svmarriageslinks.com,website.,Unknown,Financial Services,KR,18.02 Industrial Control System (ICS) MItigation,Customized To Target
10/5/2015,Unknown,http://ssamb.com,A group of Indian hackers calling themselves Hell Shield Hackers defaces a Pakistani government website called Municipal Services Program Khyber Pakhtunkhwa (Khyber Paktunkhwa is a province in Pakistan) (www.mspkp.gov.pk) apparently in retaliation against Pakistani hackers.,Unknown,Retail,US,13.05 Identity Services,Data Theft
10/5/2015,Unknown,http://www.srirasthu.in,"The Kennebec County phone system is hacked topping 2,100 calls in a weekend.",Defacement,Government,IL,25.03 Secure Web Gateway (SWG),Activist Hacktivist
10/5/2015,Unknown,http://www.vivahamytri.com,"Two Brazilian hackers deface two government-owned domains. The target is the Brazilian Institute of research and development in Astronomy, Geophysics and Meterology of Time and Frequency, which has two of its domains defaced (intranet.on.br and euler.on.br).",Unknown,Government,ES,3.05 Ransomware Prevention ,Mass Malware
10/5/2015,Unknown,http://www.goudpelli.com,"Ha Tae-Kyung, a Seoul lawmaker, cites intelligence reports stating that North Korea is suspected of having launched a cyber attack last year on the South Korean capital's subway system that carries millions of commuters every day.",Defacement,Government,IN,11.03 eCommerce Fraud Protection,Business Disruption
10/6/2015,Hell Shield Hackers,53 South African web sites,"An undisclosed number of individuals are being notified that an attack may have compromised credit and debit cards used between October 2014 and February 2015 at the front desk of the Reno, Nev.-based Peppermill Resort Spa Casino.",Targeted Attack,Government,Multi,2.0 Authentication,Mass Malware
10/6/2015,Unknown,The University of South Wales Facebook Page,"Palestinian hackers identifying themselves as ""Anoncoders,"" deface Radio Tel Aviv's website (102fm.co.il), uploading a message that states: ""We are always here to punish you."" ",Unknown,Hospitality,UK,17.07 Next-Generation Firewalls,Business Disruption
10/7/2015,"sup3rm4n, j0shua3w, ",http://toko.proumedia.co.id,"Malwarebytes detects a new malvertising campaign on six of Spain's biggest torrent sites, exposing around 84.2 million users to the CryptoWall ransomware.",Defacement,Radio Broadcasting,Multi,20.02 Security Awareness and Training,Activist Hacktivist
10/7/2015,North Korea,The Pentagon,"NetPirates hack bharatlaws.com and dump >10,000 usernames and clear text passwords.",Malvertising,Torrent,US,16.01 Mobile App Security,Customized To Target
10/7/2015,Unknown,(United States Department of Defense),Researchers from Cybereason discover a novel technique used to gain persistence in an (unnamed) organization's environment to harvest employees' authentication credentials. The attack involves a malicious module loaded onto Microsoft Outlook Web Application (OWA).,SQLi,E-Commerce,Multi,17.06 Network Monitoring,Business Disruption
10/8/2015,Anoncoders,Several UK corporations and institutions,Th3 Ap3x from Anonsec hacks windsormed.org and dumps >6000 records with student info,Targeted Attack,N/A,UK,11.01 Account Take-Over (ATO),Data Theft
10/9/2015,Unknown,"Governments, embassies, military groups, educational facilities, researchers and the pharmaceutical industry.","Researchers at Dell's SecureWorks release an analysis of a hacking crew dubbed Threat Group 2889, which is using at least 25 bogus but thoroughly developed LinkedIn profiles to draw in potential targets in telecoms, government agencies, and defence contractors.",SQLi,Education,US,13.01 Authorization,Business Disruption
10/9/2015,NetPirates AKA @TheNetShip,http://macare.in/,"The New York Times reveals that months before its technology became the centerpiece of Samsung’s new mobile payment system, LoopPay, a small Massachusetts subsidiary of the South Korean electronics giant, was the target of a sophisticated attack by a group of government-affiliated Chinese hackers.",Targeted Attack,Multi,US,13.03 Consumer Identity and Access Management (CIAM),Data Theft
10/9/2015,Unknown,Excellus BlueCross BlueShield,"A Russian man that calls himself ""Alister Maclin"" has been disrupting the Bitcoin network for over a week, creating duplicate transactions, and annoying users.",Targeted Attack,Mobile Payment,US,5.05 Data Leakage Protection (DLP),Business Disruption
10/9/2015,Th3 Ap3x,South Korea,"Six of the most successful Fifa video gamers to feature on YouTube are targeted by cyber-thieves, who are able to steal millions of Fifa coins, the in-game currency, and deleted valuable players. The attackers are thought to have convinced manufacturer EA Sports to transfer their victims' Origin accounts to email addresses they controlled.",Bitcoin Malleability Attack,Bitcoin Exchange,IL,14.04 Intrusion Prevention System (IPS),Customized To Target
10/9/2015,Threat Group 2889,Oakland Family Services,"Dow Jones & Co. reveals that hackers had gained unauthorized entry to its systems, accessing contact information for current and former subscribers in order to send fraudulent solicitations. The data breach potentially accessed payment card information for fewer than 3,500 individuals.",Account Hijacking,Single Individuals,US,11.03 eCommerce Fraud Protection,Business Disruption
10/10/2015,Unknown,Dhaka University,"E-Trade notifies about 31,000 customers this week that some of their personal information may have been accessed during a cyberattack in late 2013.",Unknown,News And Publishing,JP,17.03 Distributed Denial of Service (DDOS) Security,Customized To Target
10/11/2015,Alister Maclin,UK ministerial emails,"Sally-Anne Jones, a well known ISIS supporter, through her Twitter account Umm Hussain Britaniya, leaks the addresses of Army Sgt. Dillard Johnson, and Navy SEAL Rob O’Neill, urging lone-wolf terrorists in the U.S. to take them down.",Targeted Attack,Financial Services,BE,17.03 Distributed Denial of Service (DDOS) Security,Business Disruption
